visitorid,total_views,total_addtocart,total_transactions,cluster
370007,7,1,1,0
370053,5,1,1,0
370154,1,1,1,0
370237,19,2,2,0
370331,6,1,1,0
370541,2,1,1,0
370552,1,2,1,0
370681,9,2,2,0
370723,17,1,2,0
370759,8,1,1,0
370800,52,2,1,0
370863,2,1,1,0
370928,3,1,1,0
371540,8,1,1,0
371604,595,58,48,3
371606,2141,110,94,2
371654,10,1,1,0
371700,3,1,2,0
371711,4,1,1,0
371733,3,1,1,0
371760,5,1,1,0
371941,1,0,1,0
372048,1,1,1,0
372352,3,1,1,0
372354,2,1,1,0
372447,3,3,1,0
372549,12,1,1,0
372609,3,1,1,0
372661,4,1,1,0
372687,7,2,1,0
372748,23,4,2,0
373098,3,0,1,0
373182,1,1,1,0
373194,9,2,1,0
373274,15,1,2,0
373601,3,1,1,0
373850,14,1,1,0
373852,5,3,3,0
373906,7,1,1,0
373992,7,1,1,0
374076,2,1,1,0
374417,7,1,1,0
374477,4,2,1,0
374586,1,1,1,0
374587,2,1,1,0
374700,12,1,1,0
374805,5,4,4,0
374903,2,1,1,0
374927,4,1,1,0
374933,15,2,2,0
375068,2,2,2,0
375095,2,1,1,0
375110,8,1,1,0
375608,4,2,1,0
375703,6,1,1,0
375760,1,1,1,0
375772,7,1,1,0
375934,1,1,2,0
376236,6,1,1,0
376250,2,0,3,0
376440,39,2,1,0
376507,1,1,1,0
376557,4,1,1,0
376591,3,1,1,0
376721,3,3,4,0
376837,5,1,1,0
376897,2,0,1,0
376905,1,1,1,0
377073,1,0,1,0
377478,3,1,1,0
377483,1,1,1,0
377569,6,0,1,0
377699,3,1,1,0
377978,13,2,2,0
377992,6,1,2,0
378296,1,0,1,0
378396,33,1,2,0
379008,8,2,2,0
379036,4,1,1,0
379058,130,22,10,0
379092,5,3,1,0
379340,8,1,1,0
379363,1,1,1,0
379562,1,0,1,0
379698,1,1,1,0
379844,3,1,1,0
379864,1,1,1,0
379894,41,1,1,0
379925,17,7,2,0
379932,133,18,15,0
380118,3,1,1,0
380635,4,1,1,0
381031,8,1,1,0
381045,5,1,2,0
381122,0,1,1,0
381186,21,1,1,0
381222,1,1,1,0
381263,4,1,1,0
381345,3,3,3,0
381439,9,1,1,0
381504,8,2,1,0
381564,0,1,1,0
381825,3,1,1,0
381872,13,1,2,0
381944,20,1,1,0
382286,0,2,2,0
382299,50,2,2,0
382460,1,1,1,0
382473,3,1,1,0
382509,1,1,1,0
382599,9,2,2,0
382721,4,1,1,0
382731,1,0,1,0
382750,5,1,1,0
382808,2,1,1,0
382902,1,1,1,0
382922,4,1,1,0
383087,19,1,1,0
383168,2,1,1,0
383271,2,1,1,0
383676,5,1,1,0
383786,34,2,3,0
384025,3,1,1,0
384126,6,6,6,0
384289,8,1,1,0
384345,4,1,1,0
384466,8,2,2,0
384535,2,1,1,0
384851,2,2,2,0
385071,13,1,1,0
385345,5,2,1,0
385414,1,1,1,0
385715,3,2,1,0
385779,2,1,1,0
385857,4,1,4,0
386187,23,2,1,0
386503,6,1,1,0
386656,16,1,1,0
386745,7,1,1,0
386777,1,1,1,0
386796,5,1,1,0
386842,3,1,1,0
386976,1,1,1,0
387037,2,1,1,0
387144,112,39,2,0
387388,11,2,2,0
387466,17,2,2,0
387516,1,0,1,0
387521,2,1,1,0
387538,2,1,1,0
387601,6,1,1,0
387860,1,1,1,0
387929,2,1,1,0
387931,2,1,1,0
388066,3,1,1,0
388182,5,1,2,0
388255,5,2,1,0
388441,3,1,1,0
388461,3,2,2,0
388556,680,0,1,3
388612,68,5,3,0
388679,1,0,1,0
388893,51,2,1,0
389030,11,1,1,0
389058,4,2,2,0
389066,3,0,1,0
389069,2,1,1,0
389287,4,1,1,0
389361,7,1,1,0
389441,1,1,1,0
389503,5,0,1,0
389532,818,67,52,3
389694,22,2,2,0
389757,3,1,1,0
389780,10,2,2,0
389947,3,1,1,0
390022,35,4,2,0
390023,21,4,3,0
390258,8,1,1,0
390314,2,1,1,0
390426,13,3,1,0
390499,3,4,2,0
390547,25,5,1,0
390625,2,1,1,0
390743,0,2,2,0
390770,0,1,1,0
390888,6,2,1,0
390933,1,1,1,0
391066,62,3,2,0
391094,3,0,1,0
391231,2,1,2,0
391258,1,1,1,0
391281,8,2,1,0
391300,1,0,1,0
391329,5,2,2,0
391446,2,1,1,0
391657,11,4,4,0
391814,19,2,3,0
391939,20,2,2,0
391980,2,1,1,0
392246,1,2,3,0
392296,2,1,1,0
392404,0,2,1,0
392448,1,0,1,0
392507,2,1,1,0
392739,1,0,1,0
392741,1,1,1,0
392826,25,2,3,0
392947,1,1,1,0
393085,1,1,1,0
393237,3,3,3,0
393239,2,1,1,0
393334,1,1,1,0
393480,3,2,2,0
393598,1,1,1,0
393634,7,1,1,0
393733,1,1,1,0
393947,2,1,1,0
393972,11,4,5,0
394054,5,1,1,0
394294,3,1,1,0
394366,1,1,1,0
394489,4,1,1,0
394686,7,1,1,0
394989,8,2,3,0
395411,6,1,1,0
395510,2,1,1,0
395522,11,2,2,0
395552,19,4,4,0
395585,2,2,1,0
395626,3,1,1,0
395650,6,0,1,0
395664,2,1,1,0
395684,2,1,1,0
395745,1,1,1,0
395920,9,1,1,0
395979,2,1,1,0
396040,9,1,1,0
396151,2,1,1,0
396571,31,14,7,0
396709,4,1,1,0
396761,8,2,3,0
397078,3,1,1,0
397091,17,1,1,0
397111,3,1,1,0
397272,4,1,1,0
397297,2,0,1,0
397350,10,2,1,0
397522,4,1,1,0
397573,4,0,1,0
397620,6,1,1,0
397639,1,1,1,0
397729,4,1,1,0
397738,11,2,2,0
398144,3,1,1,0
398205,19,10,8,0
398227,4,0,1,0
398617,12,2,1,0
398756,13,1,1,0
398779,2,1,1,0
399094,4,1,1,0
399290,3,1,1,0
399822,1,0,2,0
400159,48,7,2,0
400271,4,1,1,0
400596,1,1,1,0
400676,122,4,1,0
400737,0,1,1,0
400788,1,1,1,0
400794,6,2,1,0
400870,1,1,1,0
400991,2,0,1,0
401220,4,1,1,0
401323,6,1,2,0
401480,2,1,1,0
401663,1,1,1,0
401855,4,2,1,0
401860,4,1,1,0
401899,2,1,1,0
401979,6,4,3,0
402224,2,1,1,0
402233,2,1,1,0
402416,2,3,3,0
402529,1,1,1,0
403042,15,0,1,0
403341,2,1,1,0
403374,4,1,1,0
403492,16,4,4,0
403643,14,1,1,0
403777,6,1,1,0
403958,0,0,2,0
404036,9,3,2,0
404061,22,2,1,0
404146,2,1,1,0
404403,443,51,45,3
404798,5,1,1,0
404907,6,1,1,0
404945,3,1,1,0
405120,3,2,1,0
405156,31,5,4,0
405190,5,1,1,0
405676,8,1,1,0
405759,2,1,1,0
405804,4,4,2,0
405816,0,1,1,0
406203,3,2,1,0
406325,9,1,1,0
406338,0,0,1,0
406584,16,1,1,0
406902,9,2,1,0
407086,1,0,1,0
407277,0,2,2,0
407393,12,0,1,0
407522,1,1,1,0
407615,1,1,1,0
407633,4,3,2,0
407740,1,1,1,0
407747,4,3,1,0
407750,1,1,1,0
407800,19,3,1,0
407882,78,2,4,0
408063,64,5,3,0
408181,6,1,1,0
408300,12,2,2,0
408446,1,1,1,0
408630,9,1,1,0
408637,6,0,1,0
408762,7,1,1,0
408865,5,1,1,0
408951,9,1,1,0
409239,1,1,1,0
409412,3,1,1,0
409446,1,1,1,0
409635,3,3,1,0
409649,10,2,2,0
409799,0,1,1,0
409939,0,0,1,0
410094,3,1,1,0
410170,1,1,1,0
410314,0,2,1,0
410385,8,2,1,0
410452,15,1,3,0
410479,3,1,1,0
410486,12,2,1,0
410594,2,1,2,0
410663,6,1,1,0
410791,2,1,1,0
410801,1,0,1,0
410841,33,5,3,0
411182,2,1,1,0
411302,0,1,1,0
411554,2,1,1,0
411703,7,1,1,0
411798,0,2,2,0
412091,4,1,1,0
412092,2,1,1,0
412120,7,1,1,0
412234,6,2,2,0
412239,3,1,1,0
412249,2,1,1,0
412298,10,2,1,0
412353,0,1,1,0
412374,1,1,1,0
412403,2,1,2,0
412611,12,19,16,0
412692,4,2,1,0
412758,1,1,1,0
412781,4,1,2,0
413096,1,0,1,0
413174,3,1,1,0
413313,5,1,1,0
413498,4,1,1,0
413676,6,1,1,0
413758,10,2,4,0
413841,7,0,1,0
413938,4,1,1,0
414189,23,2,2,0
414249,18,23,1,0
414307,3,0,1,0
414326,1,0,1,0
414380,27,1,2,0
414480,2,1,1,0
414616,9,1,2,0
415080,7,1,1,0
415285,15,1,1,0
415316,4,1,1,0
415345,1,1,1,0
415453,65,3,2,0
415471,5,2,1,0
415617,9,1,1,0
415676,1,1,1,0
415859,8,0,1,0
415893,1,1,1,0
415923,2,1,1,0
416108,1,0,1,0
416295,1,0,1,0
416308,1,1,1,0
416426,1,1,1,0
416496,385,189,11,3
416697,3,1,1,0
416702,3,1,1,0
416882,2,2,1,0
417076,12,1,1,0
417153,2,1,1,0
417161,7,1,1,0
417215,1,1,1,0
417312,251,54,4,3
417594,4,3,3,0
418092,14,1,1,0
418115,2,1,1,0
418229,4,1,1,0
418307,2,1,1,0
418591,4,0,1,0
418630,7,2,2,0
418715,19,3,2,0
418745,13,2,1,0
418774,1,1,1,0
418867,1,2,2,0
418925,9,1,1,0
418959,4,1,1,0
418973,5,0,1,0
419048,2,1,1,0
419333,3,1,1,0
419475,1,0,2,0
419532,1,1,1,0
419535,0,1,1,0
419612,3,1,1,0
420421,3,1,1,0
420548,6,1,1,0
420572,2,1,1,0
420780,4,0,1,0
420807,4,1,1,0
420941,2,1,1,0
421085,5,1,1,0
421133,0,0,1,0
421440,4,1,1,0
421656,10,1,1,0
422045,18,2,2,0
422169,3,1,1,0
422291,3,1,1,0
422603,8,2,2,0
422618,6,1,1,0
422668,39,2,2,0
422745,5,1,2,0
422787,3,1,1,0
422894,10,2,2,0
423185,6,1,1,0
423686,2,1,1,0
423912,7,1,1,0
424432,6,1,1,0
424452,8,0,1,0
424472,6,4,4,0
424643,2,1,1,0
424706,5,1,1,0
424759,1,1,1,0
424807,3,0,1,0
424884,1,1,1,0
424955,3,0,1,0
425069,7,2,2,0
425131,5,1,1,0
425356,58,2,1,0
425428,4,1,1,0
425539,5,3,2,0
425614,0,2,1,0
425648,1,1,1,0
425801,6,1,1,0
426015,4,1,1,0
426059,1,1,1,0
426208,2,1,1,0
426226,6,1,1,0
426297,3,1,1,0
427158,1,1,1,0
427234,1,1,1,0
427346,2,1,1,0
427353,2,1,1,0
427421,1,1,1,0
427504,73,3,3,0
427583,1,1,1,0
427619,5,1,1,0
427622,44,1,3,0
427675,6,1,1,0
427724,3,2,2,0
427756,6,1,1,0
427854,3,1,1,0
427943,0,1,1,0
427949,3,1,1,0
428022,3,1,1,0
428189,1,0,1,0
428220,3,1,1,0
428251,1,1,1,0
428397,0,1,1,0
428415,2,1,1,0
428516,10,1,1,0
428853,7,1,1,0
428870,4,1,1,0
428886,3,1,1,0
428964,1,1,1,0
428976,1,1,1,0
429035,58,19,13,0
429126,1,0,1,0
429139,5,1,1,0
429169,27,1,1,0
429195,1,1,1,0
429213,2,2,2,0
429418,18,0,3,0
429461,4,1,2,0
429610,1,0,1,0
429764,0,1,1,0
430099,17,1,1,0
430152,5,1,1,0
430186,8,1,1,0
430190,1,0,1,0
430234,13,2,1,0
430569,1,0,1,0
430663,3,5,4,0
430822,6,2,2,0
430907,4,1,1,0
430913,10,15,12,0
430945,41,1,1,0
431138,8,1,1,0
431790,5,1,1,0
431811,1,1,1,0
431937,4,1,1,0
431941,2,1,1,0
431956,17,1,1,0
432060,2,1,1,0
432140,2,1,1,0
432335,8,1,1,0
432343,45,2,1,0
432345,3,1,1,0
432404,19,4,2,0
432499,10,2,2,0
432569,2,1,1,0
432644,2,1,1,0
432814,1,1,1,0
433031,3,1,1,0
433067,10,2,2,0
433111,3,2,2,0
433148,1,1,1,0
433256,1,0,1,0
433471,2,2,1,0
433583,120,6,6,0
433786,2,1,1,0
433791,3,2,2,0
434180,5,2,2,0
434250,3,0,2,0
434317,55,1,1,0
434333,2,1,1,0
434418,56,4,3,0
434489,5,1,1,0
434493,7,1,1,0
434507,1,0,1,0
434563,2,0,1,0
434601,2,1,1,0
434803,23,13,4,0
434900,10,1,1,0
434902,0,1,1,0
435019,6,2,1,0
435041,16,1,1,0
435104,7,1,1,0
435144,7,0,1,0
435336,1,0,1,0
435495,1,1,1,0
435603,2,1,1,0
435940,12,1,1,0
435977,14,2,2,0
436023,2,1,1,0
436334,5,1,1,0
436380,5,2,1,0
436517,1,1,1,0
436639,2,1,1,0
436662,9,1,1,0
436797,3,1,1,0
436967,1,1,1,0
437102,7,2,1,0
437906,10,0,1,0
437984,0,0,1,0
438222,1,1,1,0
438357,3,1,1,0
438441,222,42,47,3
438605,1,1,1,0
438780,6,8,8,0
439626,2,2,1,0
439737,3,1,1,0
439811,16,10,2,0
440136,1,1,1,0
440213,3,1,1,0
440289,2,1,1,0
440481,0,1,1,0
440486,28,1,1,0
440612,26,2,2,0
440630,6,1,1,0
440666,1,1,1,0
440745,3,1,1,0
440802,11,4,2,0
440899,19,1,1,0
440941,0,1,1,0
441024,23,7,4,0
441318,7,1,1,0
441381,4,1,1,0
441470,3,1,1,0
441506,3,2,2,0
441527,5,1,1,0
441641,16,1,1,0
441688,17,1,1,0
441737,1,1,1,0
441782,2,1,1,0
441858,28,3,1,0
442319,1,1,1,0
442692,2,0,1,0
442771,14,1,1,0
442882,2,1,1,0
442911,3,1,1,0
443006,3,1,1,0
443013,2,1,1,0
443200,1,1,1,0
443581,6,1,1,0
443938,27,1,1,0
444320,4,1,1,0
444359,2,1,1,0
444654,1,1,1,0
444847,9,2,2,0
445175,2,2,1,0
445226,1,1,1,0
445245,2,1,1,0
445564,2,0,1,0
445764,1,1,1,0
446044,5,2,1,0
446062,2,1,1,0
446206,14,3,3,0
446252,6,1,1,0
446421,4,1,1,0
446543,2,1,1,0
446718,2,1,1,0
446730,17,1,1,0
446744,4,1,1,0
446931,9,3,2,0
446985,1,3,2,0
447078,2,1,1,0
447164,11,1,1,0
447235,2,1,1,0
447385,8,1,1,0
447405,4,1,4,0
447407,23,1,1,0
447415,5,4,4,0
447934,11,1,1,0
447985,9,1,1,0
448326,4,0,1,0
448356,1,1,1,0
448370,5,1,1,0
448386,9,1,1,0
448398,10,2,2,0
449026,1,1,1,0
449226,1,1,1,0
449371,2,1,1,0
449506,2,1,1,0
449727,9,3,2,0
449785,23,2,2,0
449843,3,1,1,0
450043,2,1,1,0
450090,3,1,1,0
450098,2,1,1,0
450190,8,2,1,0
450303,5,1,1,0
450322,2,1,1,0
450579,18,1,1,0
450596,0,1,1,0
450702,9,2,2,0
450732,11,3,2,0
450873,3,1,1,0
450950,2,0,1,0
450966,6,1,1,0
450977,1,0,1,0
451001,1,1,1,0
451072,1,1,1,0
451106,2,1,1,0
451189,2,1,1,0
451333,2,1,1,0
451610,6,1,1,0
451673,9,5,4,0
451676,3,1,1,0
451822,5,1,1,0
451953,12,4,2,0
451990,1,1,1,0
452009,2,1,1,0
452090,2,1,1,0
452114,1,1,1,0
452149,20,2,1,0
452189,1,1,1,0
452250,6,2,1,0
452316,10,1,1,0
452625,3,1,1,0
452649,2,1,1,0
452653,2,1,1,0
452811,4,1,1,0
452965,5,2,1,0
453067,10,4,2,0
453287,2,1,1,0
453323,3,0,1,0
453338,0,1,1,0
453409,3,1,1,0
453926,2,0,1,0
453995,14,6,1,0
454102,26,4,2,0
454180,2,1,1,0
454363,16,1,1,0
454380,1,1,1,0
454636,7,1,1,0
454654,4,6,6,0
454690,105,3,1,0
454731,1,1,1,0
454808,3,1,1,0
454812,6,1,1,0
454907,4,1,1,0
455050,1,1,1,0
455136,20,0,1,0
455241,3,1,1,0
455429,2,0,1,0
455557,26,4,8,0
455562,10,2,1,0
455580,4,1,1,0
455628,4,1,1,0
455863,2,0,1,0
456000,27,1,1,0
456079,4,1,1,0
456252,1,1,1,0
456502,10,2,1,0
456617,27,3,3,0
456741,1,1,2,0
456829,1,1,1,0
457028,16,2,2,0
457097,3,1,1,0
457246,1,1,1,0
457524,6,1,1,0
457547,163,44,11,0
457831,5,1,1,0
457978,25,6,5,0
458059,2,1,1,0
458069,1,1,1,0
458095,5,1,1,0
458108,6,1,1,0
458267,7,2,1,0
458337,8,2,2,0
458400,2,1,1,0
458738,7,1,1,0
458788,2,3,3,0
458856,2,1,1,0
458889,5,1,1,0
458981,4,2,2,0
459290,9,3,2,0
459332,11,0,1,0
459752,3,1,1,0
459834,1,1,1,0
459986,5,1,1,0
460170,8,1,1,0
460227,2,1,1,0
460240,3,1,2,0
460412,8,1,1,0
460425,13,1,1,0
460599,51,5,2,0
460601,60,4,4,0
460668,22,1,1,0
460720,2,1,1,0
460900,4,1,1,0
460926,1,1,1,0
461088,6,2,1,0
461094,6,2,1,0
461414,4,1,1,0
461468,1,1,1,0
461700,1,1,1,0
461703,4,2,2,0
461960,7,2,2,0
462027,1,1,1,0
462756,4,1,1,0
463060,2,1,1,0
463111,1,0,1,0
463202,1,1,1,0
463223,2,2,2,0
463354,1,1,1,0
463366,11,2,1,0
463408,4,0,1,0
463466,2,1,1,0
463688,1,3,1,0
463740,2,0,1,0
463917,11,1,1,0
464138,1,1,1,0
464250,2,2,1,0
464410,17,10,10,0
464435,15,1,3,0
465427,2,1,1,0
465431,4,3,2,0
465507,4,1,1,0
465669,9,1,1,0
465862,2,1,2,0
465949,2,0,1,0
465974,14,2,1,0
465999,1,1,1,0
466004,15,1,1,0
466227,3,1,1,0
466290,1,1,1,0
466364,2,1,1,0
466583,2,1,1,0
466691,13,1,2,0
466805,4,1,1,0
466834,1,0,1,0
466869,3,1,1,0
466944,6,1,1,0
467086,5,1,1,0
467433,3,2,1,0
467595,2,0,1,0
467775,1,1,1,0
467899,7,6,4,0
468035,3,1,1,0
468096,4,1,1,0
468154,1,1,1,0
468301,2,1,1,0
468318,3,1,2,0
468466,14,7,8,0
468499,2,2,1,0
468595,3,6,1,0
468853,12,3,1,0
468986,1,0,1,0
469022,7,11,13,0
469048,5,2,2,0
469105,4,1,1,0
469410,62,13,3,0
469559,7,1,1,0
469785,16,1,1,0
469791,2,1,1,0
470165,2,1,1,0
470176,4,1,1,0
470316,4,1,1,0
470377,13,1,1,0
470444,3,1,1,0
470487,1,1,1,0
470579,3,1,1,0
470745,19,1,1,0
470859,4,1,1,0
470891,4,2,1,0
470959,19,3,3,0
471176,1,1,1,0
471210,2,0,1,0
471338,3,2,1,0
471437,3,1,1,0
471485,12,1,1,0
471670,4,0,1,0
471929,25,2,2,0
471950,31,5,1,0
472290,1,5,5,0
472487,19,3,2,0
472614,4,1,1,0
473021,1,1,1,0
473074,2,2,1,0
473078,5,1,1,0
473357,0,1,1,0
473366,2,1,1,0
474257,2,1,1,0
474313,1,1,1,0
474497,9,1,1,0
474650,0,0,1,0
474912,6,2,1,0
474956,18,1,1,0
474972,8,1,1,0
475172,108,14,13,0
475204,17,2,2,0
475268,1,1,1,0
475303,6,4,1,0
475447,2,1,1,0
475479,437,21,14,3
475717,3,1,1,0
475994,1,0,1,0
476125,21,11,1,0
476132,1,1,1,0
476165,3,1,1,0
476207,1,1,1,0
476273,3,1,1,0
476523,4,3,3,0
476773,2,1,1,0
476780,18,1,1,0
476870,9,1,1,0
477155,1,2,1,0
477390,13,1,1,0
477505,4,1,1,0
477566,38,2,2,0
477743,6,1,1,0
477826,577,43,27,3
477941,1,1,1,0
478054,26,20,14,0
478518,30,3,2,0
478763,1,1,1,0
478902,4,2,1,0
478995,2,2,1,0
479005,1,1,1,0
479127,3,1,1,0
479324,1,1,1,0
479343,36,1,1,0
479891,4,1,1,0
480000,2,1,1,0
480011,2,1,1,0
480064,2,1,1,0
480198,6,1,1,0
480203,7,2,2,0
480399,3,1,1,0
480440,2,1,1,0
480552,2,1,1,0
480593,2,1,1,0
480624,1,1,1,0
480628,4,1,1,0
480666,1,1,1,0
480722,8,1,1,0
480744,51,13,3,0
480933,5,13,2,0
481102,0,1,1,0
481437,35,25,7,0
481481,1,1,1,0
481630,9,1,1,0
481830,3,1,1,0
481873,3,1,1,0
481915,4,1,1,0
481982,7,2,2,0
482240,1,1,1,0
482401,3,1,1,0
482439,5,0,1,0
482558,9,0,1,0
482614,10,1,1,0
482752,51,2,2,0
483048,18,0,1,0
483098,4,2,1,0
483168,2,1,1,0
483194,2,1,1,0
483303,7,1,1,0
483316,29,1,1,0
483336,9,2,2,0
483363,5,7,4,0
483471,60,2,3,0
483743,2,1,1,0
484064,4,1,1,0
484291,7,0,1,0
484451,11,1,1,0
484459,3,1,1,0
484584,1,0,1,0
484641,11,3,2,0
484875,2,1,1,0
485161,3,2,1,0
485368,1,3,3,0
485680,4,1,1,0
485689,450,3,3,0
485699,7,2,1,0
485795,2,2,2,0
485812,3,1,1,0
485995,7,0,1,0
486312,15,1,2,0
486346,7,1,1,0
486538,1,1,1,0
486681,3,1,1,0
486906,6,0,1,0
486983,3,1,1,0
487062,3,1,1,0
487295,0,1,1,0
487536,18,7,1,0
487541,12,1,1,0
487568,1,0,1,0
487723,1,1,1,0
487926,4,2,2,0
488020,3,2,2,0
488277,3,1,1,0
488322,17,3,3,0
488343,2,1,1,0
488462,7,1,1,0
488490,3,0,1,0
488712,1,1,1,0
488723,2,2,1,0
488858,24,13,5,0
489033,2,1,1,0
489217,0,1,1,0
489659,4,1,1,0
490113,3,1,1,0
490177,4,1,1,0
490223,5,2,2,0
490604,4,1,1,0
490684,1,1,1,0
490755,7,1,1,0
490761,4,3,3,0
490857,2,1,1,0
490916,4,1,1,0
491108,2,0,2,0
491192,1,1,1,0
491245,1,1,1,0
491280,2,1,1,0
491323,82,9,2,0
491610,3,4,1,0
491657,12,2,1,0
491737,8,1,1,0
491895,1,0,1,0
491908,25,2,2,0
491949,1,0,1,0
491961,11,2,2,0
492191,2,1,1,0
492384,6,1,1,0
492404,1,1,1,0
492432,7,1,1,0
492470,6,2,1,0
492796,2,1,2,0
492800,9,1,1,0
492867,3,2,2,0
493111,1,0,1,0
493156,14,2,1,0
493213,4,1,1,0
493231,1,1,1,0
493239,1,1,1,0
493320,2,1,1,0
493601,1,1,1,0
493613,40,1,1,0
493708,5,2,2,0
493930,2,1,1,0
494059,8,3,3,0
494239,4,1,1,0
494335,1,1,1,0
494369,3,1,1,0
494396,2,1,1,0
494464,1,1,2,0
494576,2,2,1,0
494643,2,1,1,0
494728,3,1,1,0
494791,7,1,1,0
495095,11,1,1,0
495139,1,1,1,0
495152,38,6,2,0
495385,0,1,1,0
495597,2,1,1,0
495782,4,1,1,0
496310,12,1,1,0
496313,57,3,1,0
496425,6,1,1,0
496489,1,1,1,0
496628,1,1,1,0
496689,4,2,1,0
496796,27,2,1,0
496986,5,0,1,0
497100,5,2,4,0
497167,11,2,2,0
497270,1,1,1,0
497351,5,1,1,0
497371,21,10,9,0
497449,5,1,1,0
497546,1,3,2,0
497721,4,2,1,0
497761,4,3,2,0
497789,4,1,1,0
497826,2,0,1,0
497827,6,3,2,0
497935,30,10,4,0
498134,5,1,1,0
498136,3,1,2,0
498233,7,1,1,0
498259,11,1,1,0
498381,1,1,1,0
498657,1,1,1,0
498856,21,4,3,0
499155,4,1,1,0
499246,5,2,2,0
499382,2,1,1,0
499686,13,6,4,0
499745,7,1,1,0
499833,1,0,1,0
499910,3,1,1,0
500008,2,0,1,0
500130,21,4,4,0
500167,26,0,1,0
500412,4,1,1,0
501099,3,1,1,0
501184,1,2,2,0
501189,3,1,1,0
501391,9,1,1,0
501429,51,6,1,0
501594,12,1,1,0
501814,4,3,3,0
502083,20,1,1,0
502170,6,1,1,0
502189,2,2,3,0
502408,17,3,2,0
502586,7,1,1,0
502593,2,1,1,0
502646,1,1,1,0
502658,4,1,1,0
502778,1,2,2,0
502892,3,1,1,0
502974,11,0,1,0
503040,2,1,1,0
503136,1,1,1,0
503405,2,1,1,0
503427,2,1,1,0
503469,1,1,1,0
503489,1,1,1,0
503511,5,0,1,0
503542,0,0,1,0
503587,3,1,1,0
503671,1,1,1,0
503691,20,5,1,0
503800,4,1,1,0
503857,167,27,19,0
503889,3,1,1,0
503891,1,1,1,0
503906,1,1,1,0
504204,5,1,1,0
504634,2,1,1,0
504656,29,3,2,0
504827,12,2,1,0
504901,9,2,1,0
504978,3,2,1,0
505168,15,1,1,0
505313,1,1,1,0
505455,4,1,1,0
505471,8,1,2,0
505565,1,1,1,0
505568,1,2,2,0
505739,9,2,1,0
505824,1,1,1,0
505988,4,1,1,0
506007,2,1,1,0
506086,1,1,1,0
506260,10,1,1,0
506308,5,3,3,0
506467,4,1,1,0
506763,3,1,1,0
506800,1,1,1,0
506838,6,1,1,0
506843,8,0,1,0
506913,12,1,1,0
507103,10,5,2,0
507246,10,2,1,0
507351,4,1,1,0
507593,2,1,1,0
507612,2,1,1,0
507743,13,1,1,0
507994,9,1,1,0
508278,23,1,1,0
508334,1,1,1,0
508520,7,3,1,0
508609,14,2,1,0
508655,2,1,1,0
508719,2,1,1,0
508863,1,1,1,0
508929,1,0,1,0
509017,61,1,2,0
509109,93,6,4,0
509343,5,2,2,0
509346,19,3,4,0
509434,0,1,1,0
509444,5,3,6,0
509679,1,1,1,0
509833,1,1,1,0
510215,12,2,1,0
510429,7,1,1,0
510546,2,1,1,0
510974,3,1,1,0
511086,2,1,1,0
511161,6,4,1,0
511312,2,0,1,0
511438,36,2,1,0
511646,24,3,2,0
511708,2,1,1,0
511779,4,0,1,0
512033,16,5,4,0
512180,4,0,1,0
512281,7,1,1,0
512833,1,0,1,0
512920,15,1,1,0
513361,7,1,1,0
513374,1,1,1,0
513408,7,0,1,0
513479,9,1,1,0
513497,1,1,1,0
513593,8,1,1,0
513830,2,1,1,0
513854,1,1,1,0
513984,0,3,2,0
514028,4,1,1,0
514217,2,1,1,0
514625,5,1,1,0
514740,1,1,1,0
514825,11,2,2,0
514943,22,1,1,0
515710,1,1,1,0
515716,1,1,1,0
515719,2,1,1,0
515890,3,3,3,0
515906,1,1,1,0
515962,8,1,2,0
515977,6,1,1,0
516143,11,1,1,0
516157,6,1,1,0
516166,16,0,1,0
516261,172,4,2,0
516355,5,1,1,0
516563,3,2,2,0
516648,1,0,1,0
516732,18,20,3,0
516778,1,0,1,0
516784,16,1,1,0
517019,1,0,1,0
517088,3,1,1,0
517613,2,1,1,0
517690,2,1,1,0
517720,29,3,1,0
517951,2,0,1,0
518294,1,0,1,0
518417,7,1,1,0
518461,1,1,1,0
518659,1490,84,40,3
519103,1,1,1,0
519346,1,1,1,0
519535,8,0,1,0
519563,1,1,1,0
519586,1,1,1,0
519736,6,0,1,0
519839,641,47,38,3
519885,42,3,6,0
519945,18,1,1,0
519955,2,1,1,0
520238,1,1,1,0
520278,3,4,1,0
520400,8,1,1,0
520459,27,1,1,0
520501,2,2,2,0
520510,2,1,1,0
521014,10,2,1,0
521228,5,1,1,0
521261,15,1,1,0
521286,6,1,1,0
521419,3,2,1,0
521451,3,1,1,0
521488,6,9,4,0
521494,3,1,1,0
521563,10,2,3,0
521576,1,1,1,0
521580,9,1,1,0
521734,3,1,1,0
521802,2,0,1,0
521833,2,0,1,0
521841,2,1,1,0
522018,3,1,1,0
522192,3,1,1,0
522427,3,2,2,0
522428,7,1,1,0
522568,27,1,3,0
522644,6,2,2,0
522739,2,3,3,0
523058,2,1,1,0
523281,8,0,1,0
523381,1,1,1,0
523543,1,0,1,0
523640,21,1,2,0
523654,3,1,1,0
523663,5,1,2,0
523703,1,1,2,0
523878,2,1,1,0
523988,4,0,1,0
524115,15,1,4,0
524146,454,7,2,0
524680,14,1,1,0
524682,12,1,1,0
524905,12,1,1,0
524974,15,3,1,0
525008,3,1,1,0
525170,2,2,2,0
525173,1,1,1,0
525183,23,2,1,0
525397,4,2,2,0
525437,1,0,1,0
